person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,faixa_etaria
33600,MORTGAGE,12.0,MEDICAL,A,3000,5.42,0,0.09,N,5,20-29
145000,MORTGAGE,9.0,MEDICAL,B,25000,,0,0.17,N,7,20-29
50400,RENT,8.0,EDUCATION,D,18500,16.02,1,0.37,N,5,20-29
40000,RENT,1.0,MEDICAL,C,7200,13.22,0,0.18,N,6,20-29
75000,RENT,1.0,PERSONAL,C,10000,13.47,0,0.13,N,5,30-39
103000,MORTGAGE,0.0,EDUCATION,E,33000,18.64,1,0.32,Y,10,30-39
42564,RENT,3.0,MEDICAL,B,15000,10.75,1,0.35,N,6,30-39
40000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8000,14.72,0,0.2,N,7,20-29
80000,MORTGAGE,1.0,EDUCATION,B,20000,11.36,0,0.25,N,8,20-29
45150,RENT,1.0,VENTURE,C,18000,13.16,1,0.4,N,7,20-29
35000,RENT,1.0,VENTURE,B,8000,12.21,0,0.23,N,8,20-29
24000,RENT,0.0,PERSONAL,B,5000,10.59,0,0.21,N,9,30-39
112548,MORTGAGE,11.0,VENTURE,A,24000,,0,0.21,N,5,20-29
144000,MORTGAGE,13.0,VENTURE,A,16000,6.62,0,0.11,N,6,20-29
63000,OWN,2.0,EDUCATION,A,9500,8.07,0,0.15,N,8,20-29
50004,MORTGAGE,1.0,MEDICAL,C,1500,13.11,0,0.03,N,8,20-29
50500,RENT,3.0,HOMEIMPROVEMENT,C,5200,12.53,0,0.1,N,8,20-29
21600,RENT,3.0,PERSONAL,B,10000,12.53,1,0.46,N,7,30-39
120000,MORTGAGE,2.0,EDUCATION,A,7000,7.14,0,0.06,N,7,20-29
110000,MORTGAGE,12.0,MEDICAL,B,15000,10.0,0,0.14,N,6,20-29
100000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,7,20-29
56784,OWN,3.0,MEDICAL,D,12000,14.96,0,0.21,Y,5,30-39
48000,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.03,1,0.08,N,6,20-29
97356,RENT,12.0,HOMEIMPROVEMENT,C,20000,13.22,0,0.21,Y,7,30-39
53000,RENT,1.0,MEDICAL,C,12000,12.84,0,0.23,Y,5,30-39
64000,MORTGAGE,11.0,MEDICAL,A,14500,7.66,0,0.23,N,8,30-39
89000,RENT,1.0,MEDICAL,B,10000,10.99,0,0.11,N,5,30-39
106000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,2400,9.63,0,0.02,N,5,30-39
120000,MORTGAGE,3.0,PERSONAL,B,14000,11.99,0,0.12,N,7,20-29
24000,RENT,0.0,EDUCATION,B,5000,11.86,0,0.21,N,8,20-29
60000,MORTGAGE,13.0,MEDICAL,A,13500,7.51,0,0.23,N,5,20-29
110000,MORTGAGE,1.0,MEDICAL,A,12000,8.94,0,0.11,N,7,20-29
85000,RENT,8.0,EDUCATION,B,8000,11.71,0,0.09,N,6,20-29
265000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,24000,14.96,0,0.09,Y,7,30-39
126000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9600,11.49,0,0.08,N,10,30-39
86000,MORTGAGE,5.0,PERSONAL,D,15000,16.49,0,0.17,N,9,30-39
49000,RENT,6.0,PERSONAL,A,5600,6.03,0,0.11,N,6,30-39
136092,MORTGAGE,2.0,VENTURE,C,8000,13.61,0,0.06,N,5,20-29
66725,RENT,3.0,MEDICAL,D,9000,16.29,1,0.11,N,8,20-29
33400,MORTGAGE,12.0,PERSONAL,A,16700,7.66,0,0.5,N,5,20-29
70000,RENT,3.0,HOMEIMPROVEMENT,C,7200,,0,0.1,Y,5,30-39
100000,MORTGAGE,1.0,EDUCATION,B,25000,10.39,0,0.25,N,9,30-39
96000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,13.72,0,0.08,N,5,30-39
32000,RENT,1.0,DEBTCONSOLIDATION,E,2600,,1,0.08,Y,9,30-39
38004,RENT,2.0,EDUCATION,C,1500,12.53,1,0.04,N,8,20-29
60000,MORTGAGE,9.0,MEDICAL,E,22000,16.63,1,0.37,N,6,30-39
135000,MORTGAGE,12.0,EDUCATION,C,15000,13.85,0,0.11,Y,9,30-39
28000,RENT,0.0,MEDICAL,C,10000,12.84,1,0.36,Y,7,20-29
37000,RENT,2.0,VENTURE,B,2000,11.26,0,0.05,N,8,30-39
160000,MORTGAGE,14.0,HOMEIMPROVEMENT,C,25000,13.49,0,0.16,Y,5,30-39
26400,RENT,0.0,VENTURE,A,8000,7.51,0,0.3,N,6,30-39
130000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,4000,,0,0.03,N,8,30-39
238000,MORTGAGE,14.0,DEBTCONSOLIDATION,D,12000,14.09,1,0.05,Y,10,30-39
42240,OWN,2.0,PERSONAL,B,12000,11.86,0,0.28,N,6,20-29
90000,MORTGAGE,7.0,PERSONAL,A,12000,8.32,0,0.13,N,9,20-29
74000,MORTGAGE,8.0,EDUCATION,B,25000,11.49,0,0.34,N,6,20-29
120000,RENT,1.0,MEDICAL,C,17500,12.87,0,0.15,N,5,20-29
30000,MORTGAGE,4.0,PERSONAL,C,7500,11.78,0,0.25,N,9,20-29
57000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,8.0,0,0.07,N,8,30-39
227500,RENT,3.0,HOMEIMPROVEMENT,C,25000,12.53,0,0.11,N,10,30-39
54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000,16.49,1,0.22,N,10,20-29
78500,RENT,4.0,EDUCATION,B,15000,,1,0.19,N,7,30-39
77000,RENT,3.0,DEBTCONSOLIDATION,D,35000,18.25,1,0.45,Y,10,30-39
84000,MORTGAGE,15.0,MEDICAL,B,9250,11.36,0,0.11,N,7,30-39
66920,RENT,12.0,MEDICAL,C,5000,14.26,0,0.07,N,6,20-29
30000,RENT,,PERSONAL,E,10200,17.99,1,0.34,N,5,20-29
71400,RENT,0.0,DEBTCONSOLIDATION,C,9600,12.61,0,0.13,Y,9,30-39
39996,MORTGAGE,0.0,MEDICAL,D,15000,14.42,1,0.38,N,6,30-39
60000,RENT,11.0,EDUCATION,B,15000,11.71,0,0.25,N,7,30-39
50000,RENT,4.0,VENTURE,C,5050,12.73,0,0.1,Y,7,20-29
200000,MORTGAGE,0.0,MEDICAL,A,10000,8.59,0,0.05,N,10,30-39
27000,RENT,8.0,MEDICAL,A,5000,6.76,0,0.19,N,8,20-29
78504,RENT,2.0,EDUCATION,C,10000,11.41,0,0.13,N,7,30-39
45000,MORTGAGE,,PERSONAL,B,7200,12.69,0,0.16,N,5,30-39
24000,RENT,2.0,MEDICAL,A,1450,,0,0.06,N,9,20-29
32004,RENT,3.0,PERSONAL,A,4000,8.32,0,0.12,N,9,30-39
20000,RENT,4.0,PERSONAL,C,3250,,1,0.16,N,5,20-29
120000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8400,7.14,0,0.07,N,6,20-29
30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5100,7.9,0,0.17,N,5,30-39
80000,MORTGAGE,0.0,PERSONAL,B,15000,10.95,0,0.19,N,10,30-39
45000,RENT,4.0,MEDICAL,C,9000,14.65,0,0.2,N,6,20-29
60000,RENT,0.0,HOMEIMPROVEMENT,C,4000,13.98,0,0.07,Y,7,30-39
67000,MORTGAGE,1.0,VENTURE,A,4200,,0,0.06,N,7,20-29
160000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,22000,10.75,0,0.14,N,9,30-39
76596,MORTGAGE,14.0,MEDICAL,C,17600,13.16,0,0.23,N,10,20-29
50000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,10000,,0,0.2,N,8,30-39
78000,OWN,4.0,MEDICAL,B,6000,12.18,0,0.08,N,5,20-29
126000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,11.71,0,0.1,N,8,20-29
120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6600,7.49,0,0.06,N,5,30-39
45727,MORTGAGE,5.0,VENTURE,D,1000,16.29,0,0.02,N,5,20-29
120000,RENT,2.0,EDUCATION,B,11050,12.69,0,0.09,N,6,20-29
44000,MORTGAGE,12.0,EDUCATION,B,8000,10.59,0,0.18,N,6,20-29
260000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,10.37,0,0.08,N,6,20-29
69790,RENT,6.0,EDUCATION,B,18000,10.25,0,0.26,N,6,20-29
60000,MORTGAGE,7.0,MEDICAL,A,8500,6.92,0,0.14,N,7,20-29
21996,RENT,0.0,VENTURE,C,9250,12.87,1,0.42,Y,8,30-39
50000,MORTGAGE,4.0,PERSONAL,B,21850,12.42,0,0.44,N,9,20-29
49548,RENT,6.0,PERSONAL,C,2800,12.84,0,0.06,N,8,30-39
17640,OWN,,PERSONAL,D,4000,16.29,1,0.23,N,8,30-39
56500,RENT,3.0,EDUCATION,B,7000,,1,0.12,N,9,20-29
148000,RENT,8.0,VENTURE,D,10000,13.55,0,0.07,N,9,30-39
60000,MORTGAGE,5.0,PERSONAL,B,6000,10.99,0,0.1,N,9,20-29
85500,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9500,,0,0.11,N,9,20-29
54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,,0,0.51,N,5,20-29
59600,RENT,2.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.08,N,10,20-29
60000,RENT,3.0,DEBTCONSOLIDATION,A,9000,8.49,0,0.15,N,8,30-39
31200,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7500,7.74,0,0.24,N,5,20-29
258000,RENT,11.0,EDUCATION,E,35000,18.64,1,0.14,N,10,20-29
55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,9.99,0,0.02,N,9,20-29
53408,MORTGAGE,8.0,VENTURE,B,1400,10.99,0,0.03,N,10,30-39
57360,MORTGAGE,3.0,PERSONAL,B,23000,,0,0.4,N,8,20-29
59000,MORTGAGE,12.0,VENTURE,A,5000,7.14,0,0.08,N,8,20-29
33000,RENT,4.0,DEBTCONSOLIDATION,C,1000,14.79,0,0.03,Y,9,30-39
50000,MORTGAGE,0.0,PERSONAL,A,6300,6.62,0,0.13,N,8,20-29
27996,RENT,14.0,MEDICAL,B,8500,11.58,0,0.3,N,8,30-39
73000,MORTGAGE,4.0,DEBTCONSOLIDATION,F,16000,19.41,1,0.22,N,7,30-39
34000,RENT,0.0,PERSONAL,B,4000,10.95,0,0.12,N,9,30-39
72000,RENT,6.0,PERSONAL,B,21000,11.99,1,0.29,N,6,30-39
42000,MORTGAGE,18.0,MEDICAL,A,2000,5.79,0,0.05,N,7,30-39
66888,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,12.23,0,0.22,Y,9,30-39
85000,MORTGAGE,2.0,VENTURE,B,8400,11.99,0,0.1,N,8,30-39
146000,MORTGAGE,5.0,VENTURE,A,2500,8.49,0,0.02,N,9,20-29
66000,RENT,0.0,DEBTCONSOLIDATION,D,3150,15.62,1,0.05,Y,8,20-29
46344,RENT,0.0,EDUCATION,B,3500,11.36,0,0.08,N,8,20-29
97000,RENT,4.0,VENTURE,B,25000,10.37,0,0.26,N,10,20-29
63000,RENT,13.0,MEDICAL,A,10000,7.49,0,0.16,N,5,20-29
13500,OWN,0.0,VENTURE,A,6700,9.63,1,0.5,N,8,20-29
50176,RENT,3.0,VENTURE,B,5000,10.59,0,0.1,N,7,20-29
80300,MORTGAGE,3.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.19,Y,10,30-39
53000,RENT,0.0,PERSONAL,A,5000,5.42,0,0.09,N,5,20-29
90000,OWN,1.0,VENTURE,A,7500,7.51,0,0.08,N,10,20-29
75000,RENT,2.0,EDUCATION,A,14000,9.63,0,0.19,N,5,20-29
206000,RENT,2.0,HOMEIMPROVEMENT,C,24000,,0,0.12,N,10,20-29
55000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6500,10.99,0,0.12,N,7,30-39
120000,MORTGAGE,14.0,VENTURE,D,7500,15.65,0,0.06,N,8,30-39
68000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,18000,10.0,0,0.26,N,7,30-39
65000,MORTGAGE,19.0,DEBTCONSOLIDATION,B,20000,10.25,0,0.31,N,5,30-39
50000,RENT,6.0,EDUCATION,A,3000,7.29,0,0.06,N,10,20-29
78000,MORTGAGE,12.0,MEDICAL,B,13000,,0,0.17,N,9,20-29
91000,MORTGAGE,19.0,MEDICAL,B,15000,,0,0.16,N,8,30-39
33000,RENT,2.0,EDUCATION,C,1700,15.23,0,0.05,Y,5,20-29
76248,MORTGAGE,17.0,EDUCATION,A,10400,7.66,0,0.14,N,5,30-39
42000,RENT,4.0,MEDICAL,B,14750,,1,0.35,N,8,30-39
85000,MORTGAGE,2.0,PERSONAL,A,10000,7.88,0,0.12,N,5,20-29
73200,RENT,2.0,VENTURE,A,12000,8.9,0,0.16,N,5,20-29
60600,MORTGAGE,1.0,MEDICAL,A,3000,7.12,0,0.05,N,5,30-39
90000,RENT,4.0,VENTURE,A,10000,7.49,0,0.11,N,9,20-29
40000,RENT,8.0,PERSONAL,B,12000,10.37,0,0.3,N,9,20-29
12000,RENT,0.0,MEDICAL,C,2400,12.68,1,0.2,N,8,20-29
30000,RENT,3.0,DEBTCONSOLIDATION,A,13000,7.88,1,0.43,N,8,20-29
348000,MORTGAGE,16.0,PERSONAL,B,25000,11.83,0,0.07,N,10,30-39
81000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,12000,,1,0.15,N,6,20-29
70000,RENT,11.0,VENTURE,B,10000,10.65,0,0.14,N,5,20-29
75000,RENT,3.0,VENTURE,D,12800,14.74,0,0.17,Y,6,30-39
36000,RENT,1.0,MEDICAL,C,4000,13.61,0,0.11,Y,7,30-39
62532,RENT,6.0,PERSONAL,C,9000,13.49,0,0.14,N,9,20-29
82300,RENT,3.0,VENTURE,A,3600,9.63,0,0.04,N,6,20-29
80000,MORTGAGE,11.0,VENTURE,A,5000,8.0,0,0.06,N,10,20-29
44991,MORTGAGE,13.0,MEDICAL,C,5000,14.72,0,0.11,Y,5,20-29
60000,OWN,0.0,VENTURE,B,24250,12.18,0,0.4,N,5,30-39
92000,MORTGAGE,12.0,VENTURE,F,24500,18.3,0,0.27,N,7,20-29
151000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,21000,11.97,0,0.14,N,8,30-39
115000,MORTGAGE,0.0,MEDICAL,A,12000,7.29,0,0.1,N,6,20-29
144000,MORTGAGE,7.0,PERSONAL,A,6000,8.49,0,0.04,N,7,30-39
73000,MORTGAGE,7.0,EDUCATION,A,12000,7.29,0,0.16,N,8,20-29
70000,RENT,2.0,EDUCATION,A,9850,7.75,0,0.14,N,5,30-39
35352,MORTGAGE,15.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.25,N,5,30-39
77385,RENT,3.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.08,N,9,20-29
135000,OWN,0.0,VENTURE,B,17500,11.83,0,0.13,N,5,30-39
80000,MORTGAGE,7.0,MEDICAL,B,7400,12.69,0,0.09,N,10,20-29
52000,RENT,0.0,MEDICAL,C,22950,13.49,1,0.44,N,10,20-29
33000,OWN,1.0,PERSONAL,D,7500,15.31,0,0.23,N,10,20-29
27000,RENT,2.0,EDUCATION,C,6000,12.73,0,0.22,Y,5,30-39
34000,MORTGAGE,5.0,PERSONAL,A,4000,7.49,0,0.12,N,6,30-39
70000,RENT,2.0,EDUCATION,A,4350,,0,0.06,N,10,20-29
180000,MORTGAGE,9.0,PERSONAL,C,12900,12.99,0,0.07,Y,8,30-39
19200,OWN,7.0,PERSONAL,A,6000,,1,0.31,N,5,20-29
65000,OWN,3.0,EDUCATION,C,12000,13.35,0,0.18,N,10,30-39
74000,MORTGAGE,5.0,VENTURE,B,15000,11.11,0,0.2,N,9,30-39
73000,RENT,3.0,DEBTCONSOLIDATION,C,1000,,0,0.01,N,7,20-29
78000,RENT,0.0,EDUCATION,C,13000,12.87,0,0.17,Y,10,30-39
73000,RENT,15.0,PERSONAL,B,5500,9.99,0,0.08,N,5,30-39
115000,RENT,2.0,MEDICAL,A,14000,,0,0.12,N,5,30-39
75000,MORTGAGE,3.0,MEDICAL,B,4000,10.75,0,0.05,N,9,20-29
20520,RENT,0.0,MEDICAL,B,5000,9.99,0,0.24,N,9,30-39
58000,RENT,0.0,EDUCATION,C,4600,13.99,0,0.08,Y,10,20-29
62000,RENT,7.0,HOMEIMPROVEMENT,A,5000,,0,0.08,N,5,20-29
55200,OWN,4.0,PERSONAL,B,4000,,0,0.07,N,10,20-29
82000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,9000,5.42,0,0.11,N,10,30-39
33288,RENT,2.0,DEBTCONSOLIDATION,C,10800,12.09,1,0.32,N,5,20-29
74872,RENT,4.0,PERSONAL,A,15000,7.88,0,0.2,N,5,20-29
62400,MORTGAGE,12.0,MEDICAL,A,12000,5.42,0,0.19,N,6,20-29
40000,RENT,3.0,MEDICAL,B,14150,12.69,1,0.35,N,5,20-29
60000,MORTGAGE,1.0,VENTURE,B,5600,12.42,0,0.09,N,10,20-29
60000,MORTGAGE,3.0,PERSONAL,B,6000,11.48,0,0.1,N,10,20-29
29120,RENT,2.0,MEDICAL,B,4000,10.75,0,0.14,N,8,20-29
30000,RENT,4.0,DEBTCONSOLIDATION,A,8000,,0,0.27,N,8,20-29
51043,MORTGAGE,12.0,VENTURE,C,2100,12.29,1,0.04,N,5,20-29
40000,MORTGAGE,9.0,PERSONAL,A,5000,6.99,0,0.13,N,7,20-29
70176,RENT,3.0,MEDICAL,A,9000,7.88,0,0.13,N,5,20-29
56000,MORTGAGE,5.0,MEDICAL,C,5050,12.29,1,0.09,Y,8,20-29
105000,MORTGAGE,13.0,MEDICAL,A,12000,7.88,0,0.11,N,10,20-29
52800,RENT,4.0,PERSONAL,B,2400,9.62,0,0.05,N,7,30-39
43000,RENT,19.0,DEBTCONSOLIDATION,C,1200,13.8,0,0.03,N,8,30-39
16800,RENT,4.0,PERSONAL,A,5000,6.92,1,0.3,N,7,20-29
38000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,5000,9.76,0,0.13,N,6,20-29
66240,RENT,7.0,MEDICAL,A,5000,5.79,0,0.08,N,9,20-29
180000,MORTGAGE,0.0,EDUCATION,A,6000,6.62,0,0.03,N,8,30-39
66000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,15000,11.14,0,0.23,N,5,30-39
38000,RENT,2.0,DEBTCONSOLIDATION,B,12000,12.42,1,0.32,N,9,30-39
45600,MORTGAGE,3.0,DEBTCONSOLIDATION,A,1450,8.49,0,0.03,N,9,20-29
107364,MORTGAGE,12.0,DEBTCONSOLIDATION,A,8000,6.76,0,0.07,N,9,20-29
67392,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,13.85,1,0.22,Y,8,30-39
100000,MORTGAGE,13.0,PERSONAL,A,13000,8.59,0,0.13,N,9,20-29
29400,RENT,0.0,EDUCATION,B,6150,12.21,0,0.21,N,10,30-39
62500,MORTGAGE,13.0,MEDICAL,B,5000,11.36,0,0.08,N,5,20-29
49110,RENT,2.0,PERSONAL,B,19775,12.42,1,0.4,N,9,30-39
28800,MORTGAGE,2.0,EDUCATION,B,2000,10.59,0,0.07,N,8,20-29
37584,RENT,0.0,MEDICAL,B,3900,,0,0.1,N,10,30-39
65000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.12,N,9,20-29
29000,RENT,0.0,EDUCATION,C,10000,13.06,1,0.34,Y,7,30-39
30000,MORTGAGE,4.0,PERSONAL,A,4300,7.9,0,0.14,N,9,30-39
140000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,5000,10.38,0,0.04,N,10,30-39
75000,MORTGAGE,0.0,PERSONAL,A,7500,8.9,0,0.1,N,10,20-29
84456,RENT,5.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.12,N,7,30-39
90000,MORTGAGE,19.0,VENTURE,C,5000,13.61,0,0.06,Y,8,30-39
39480,MORTGAGE,2.0,EDUCATION,C,7200,13.79,0,0.18,N,7,20-29
62000,MORTGAGE,6.0,VENTURE,A,12000,7.51,0,0.19,N,8,20-29
29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,1,0.34,N,10,20-29
28320,RENT,4.0,VENTURE,D,8700,14.61,1,0.31,N,8,20-29
118400,MORTGAGE,11.0,EDUCATION,A,35000,7.9,0,0.3,N,7,20-29
25000,RENT,1.0,VENTURE,A,5000,7.51,0,0.2,N,9,20-29
55200,RENT,0.0,DEBTCONSOLIDATION,A,4000,6.76,0,0.07,N,6,20-29
47004,MORTGAGE,12.0,MEDICAL,C,10000,13.61,1,0.21,N,10,20-29
85000,RENT,5.0,VENTURE,C,16000,11.34,0,0.19,N,6,30-39
80000,MORTGAGE,5.0,PERSONAL,A,6000,7.4,0,0.07,N,9,30-39
90000,MORTGAGE,11.0,MEDICAL,A,12000,6.92,0,0.13,N,6,30-39
143004,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.07,N,7,30-39
50000,MORTGAGE,2.0,VENTURE,C,10750,13.48,0,0.21,N,7,20-29
65000,RENT,12.0,MEDICAL,C,5000,13.99,0,0.08,Y,7,20-29
51298,RENT,11.0,VENTURE,B,1000,10.37,0,0.02,N,9,20-29
36000,RENT,5.0,MEDICAL,A,7000,6.91,0,0.19,N,8,30-39
54050,RENT,8.0,EDUCATION,B,12000,10.99,0,0.22,N,9,30-39
50000,OWN,16.0,MEDICAL,A,8000,7.49,0,0.16,N,10,30-39
60000,MORTGAGE,6.0,PERSONAL,E,10500,15.68,0,0.17,Y,9,30-39
20000,RENT,1.0,EDUCATION,C,6000,13.11,0,0.3,Y,5,20-29
32000,RENT,4.0,DEBTCONSOLIDATION,A,14500,6.17,1,0.45,N,5,30-39
612000,RENT,3.0,MEDICAL,C,5950,12.73,0,0.01,Y,10,30-39
110000,RENT,3.0,VENTURE,C,10000,13.57,0,0.09,Y,9,30-39
50000,RENT,1.0,VENTURE,B,10000,10.71,0,0.2,N,6,30-39
81000,MORTGAGE,11.0,PERSONAL,A,6000,6.17,0,0.07,N,8,20-29
47700,RENT,2.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N,10,30-39
24996,RENT,0.0,PERSONAL,C,10750,12.53,1,0.43,Y,7,30-39
96000,MORTGAGE,5.0,VENTURE,A,9000,7.49,0,0.09,N,7,30-39
45000,RENT,5.0,PERSONAL,A,14000,7.91,1,0.31,N,8,30-39
28000,OWN,5.0,HOMEIMPROVEMENT,B,6300,11.99,0,0.23,N,8,30-39
115000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,7.51,0,0.04,N,7,20-29
30000,RENT,14.0,MEDICAL,B,7500,11.86,1,0.25,N,8,30-39
72000,MORTGAGE,3.0,MEDICAL,A,12800,6.62,0,0.18,N,10,30-39
153000,RENT,1.0,DEBTCONSOLIDATION,B,17600,8.7,0,0.12,N,7,20-29
57996,RENT,2.0,HOMEIMPROVEMENT,C,8400,12.98,0,0.14,N,7,30-39
250000,MORTGAGE,9.0,VENTURE,D,25000,14.59,0,0.1,N,7,30-39
40000,RENT,3.0,EDUCATION,B,25000,10.25,1,0.63,N,5,30-39
65000,RENT,4.0,PERSONAL,A,28000,7.9,1,0.43,N,10,20-29
61200,MORTGAGE,,PERSONAL,A,15000,6.99,0,0.25,N,9,30-39
54000,RENT,1.0,EDUCATION,D,9000,14.46,1,0.17,N,8,30-39
47700,RENT,2.0,MEDICAL,B,12000,11.99,0,0.25,N,6,30-39
130000,RENT,6.0,MEDICAL,B,4375,,0,0.03,N,8,30-39
351699,RENT,7.0,HOMEIMPROVEMENT,D,10500,15.7,0,0.03,N,9,30-39
34000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.57,1,0.07,N,5,30-39
60000,OWN,,EDUCATION,C,10000,13.98,0,0.17,Y,6,30-39
48000,RENT,0.0,DEBTCONSOLIDATION,B,10000,10.62,0,0.21,N,7,20-29
103363,MORTGAGE,4.0,VENTURE,B,15000,,0,0.15,N,5,30-39
95000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,15000,11.14,0,0.16,N,9,30-39
96000,OWN,3.0,VENTURE,B,10000,9.99,0,0.1,N,5,30-39
39000,MORTGAGE,12.0,EDUCATION,A,16000,5.99,0,0.41,N,8,20-29
75000,RENT,5.0,VENTURE,A,5000,7.88,0,0.07,N,6,20-29
37000,MORTGAGE,2.0,MEDICAL,B,13000,10.36,0,0.35,N,9,30-39
30000,RENT,7.0,VENTURE,B,10000,10.38,1,0.33,N,5,20-29
38400,RENT,6.0,MEDICAL,B,5000,9.88,0,0.13,N,10,20-29
77940,MORTGAGE,3.0,VENTURE,B,16250,10.99,0,0.21,N,9,30-39
140000,RENT,0.0,HOMEIMPROVEMENT,A,7400,6.03,0,0.05,N,6,20-29
47500,RENT,2.0,VENTURE,C,10000,15.96,0,0.21,N,6,30-39
45000,MORTGAGE,6.0,MEDICAL,A,6400,7.49,0,0.14,N,9,30-39
50000,RENT,5.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.24,N,6,20-29
38000,RENT,3.0,DEBTCONSOLIDATION,A,6350,5.79,0,0.17,N,8,30-39
90000,RENT,0.0,VENTURE,B,12000,10.99,0,0.13,N,9,30-39
200000,RENT,14.0,VENTURE,B,25000,10.62,0,0.13,N,9,30-39
120000,MORTGAGE,11.0,PERSONAL,A,7000,6.76,0,0.06,N,7,20-29
56000,RENT,2.0,PERSONAL,B,14000,10.65,0,0.25,N,10,20-29
10800,OWN,,PERSONAL,B,2400,9.99,1,0.22,N,7,30-39
44000,RENT,5.0,PERSONAL,C,16000,13.48,1,0.36,N,5,20-29
92000,MORTGAGE,8.0,PERSONAL,C,20000,13.06,0,0.22,N,9,30-39
107800,OWN,3.0,PERSONAL,C,5200,14.65,0,0.05,N,9,30-39
250000,OWN,8.0,VENTURE,B,15000,9.88,0,0.06,N,9,30-39
90080,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5500,7.49,0,0.06,N,6,20-29
120000,MORTGAGE,16.0,VENTURE,B,5600,10.75,0,0.05,N,8,30-39
120000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.21,Y,10,20-29
39996,RENT,0.0,PERSONAL,C,4000,,0,0.1,Y,8,20-29
68004,RENT,1.0,PERSONAL,C,15000,13.16,0,0.22,Y,7,20-29
56000,RENT,16.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.09,N,5,30-39
35000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,4000,13.61,0,0.11,N,6,30-39
65000,RENT,0.0,HOMEIMPROVEMENT,B,12000,,0,0.18,N,7,20-29
51372,RENT,,MEDICAL,A,4500,6.39,0,0.09,N,10,30-39
95000,RENT,2.0,EDUCATION,C,2500,13.72,0,0.03,Y,10,30-39
42000,RENT,0.0,EDUCATION,B,2250,8.88,0,0.05,N,7,30-39
25000,RENT,4.0,DEBTCONSOLIDATION,D,8000,14.84,1,0.32,N,5,20-29
110004,MORTGAGE,2.0,EDUCATION,B,15000,,0,0.14,N,5,20-29
69996,RENT,0.0,PERSONAL,B,2000,10.65,0,0.03,N,10,30-39
30000,RENT,4.0,EDUCATION,B,3900,11.99,0,0.13,N,9,20-29
17280,RENT,6.0,EDUCATION,D,7200,12.36,1,0.42,N,5,30-39
33000,RENT,6.0,VENTURE,A,5000,8.9,0,0.15,N,8,20-29
42000,RENT,6.0,VENTURE,C,3000,,0,0.07,N,8,20-29
83196,RENT,1.0,EDUCATION,B,9350,,0,0.11,N,6,30-39
